Year,"Fuel Type","Number of Vehicles","Weight Class","Vehicle Type","Engine Configuration"
1994,"Compressed Natural Gas (CNG)",1,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1994,"Compressed Natural Gas (CNG)",27,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1994,"Compressed Natural Gas (CNG)",24,"Heavy Duty","Buses (School Buses)",Dedicated
1994,"Compressed Natural Gas (CNG)",250,"Heavy Duty","Buses (Transit Buses)",Dedicated
1994,"Compressed Natural Gas (CNG)",11,"Heavy Duty","Other Trucks",Dedicated
1994,"Compressed Natural Gas (CNG)",18,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1994,"Compressed Natural Gas (CNG)",1,"Light Duty","Automobiles (Compact)",Nondedicated
1994,"Compressed Natural Gas (CNG)",39,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1994,"Compressed Natural Gas (CNG)",65,"Light Duty","Automobiles (Compact)",Dedicated
1994,"Compressed Natural Gas (CNG)",7,"Light Duty","Automobiles (Fullsize)",Dedicated
1994,"Compressed Natural Gas (CNG)",71,"Light Duty","Automobiles (Midsize)",Dedicated
1994,"Compressed Natural Gas (CNG)",570,"Light Duty","Vans (Small Passenger Vans)",Dedicated
1994,"Compressed Natural Gas (CNG)",914,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Dedicated
1994,"Compressed Natural Gas (CNG)",13,"Medium Duty","Other Trucks",Nondedicated
1994,"Compressed Natural Gas (CNG)",3,"Medium Duty","Other Trucks",Dedicated
1994,"Compressed Natural Gas (CNG)",17,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Dedicated
1994,"Compressed Natural Gas (CNG)",31,"Heavy Duty","Other Trucks",Nondedicated
1994,"Compressed Natural Gas (CNG)",1,"Heavy Duty","Buses (Intercity Buses)",Dedicated
1994,"Compressed Natural Gas (CNG)",22,"Heavy Duty","Buses (Transit Buses)",Dedicated
1994,"Compressed Natural Gas (CNG)",3,"Heavy Duty","Other Trucks",Dedicated
1994,"Compressed Natural Gas (CNG)",27,"Heavy Duty","Buses (School Buses)",Nondedicated
1994,"Compressed Natural Gas (CNG)",9,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1994,"Compressed Natural Gas (CNG)",12,"Heavy Duty","Buses (School Buses)",Nondedicated
1994,"Compressed Natural Gas (CNG)",29,"Heavy Duty","Other Trucks",Nondedicated
1994,"Compressed Natural Gas (CNG)",173,"Light Duty","Automobiles (Compact)",Nondedicated
1994,"Compressed Natural Gas (CNG)",268,"Light Duty","Automobiles (Fullsize)",Nondedicated
1994,"Compressed Natural Gas (CNG)",264,"Light Duty","Automobiles (Midsize)",Nondedicated
1994,"Compressed Natural Gas (CNG)",166,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1994,"Compressed Natural Gas (CNG)",1959,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1994,"Compressed Natural Gas (CNG)",104,"Light Duty","Other Trucks (SUVs < 8500 lbs)",Nondedicated
1994,"Compressed Natural Gas (CNG)",138,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1994,"Compressed Natural Gas (CNG)",798,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1994,"Compressed Natural Gas (CNG)",2,"Light Duty","Automobiles (Compact)",Dedicated
1994,"Compressed Natural Gas (CNG)",11,"Light Duty","Automobiles (Fullsize)",Dedicated
1994,"Compressed Natural Gas (CNG)",4,"Light Duty","Vans (Small Passenger Vans)",Dedicated
1994,"Compressed Natural Gas (CNG)",17,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Dedicated
1994,"Compressed Natural Gas (CNG)",3,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Dedicated
1994,"Compressed Natural Gas (CNG)",29,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Dedicated
1994,"Compressed Natural Gas (CNG)",13,"Light Duty","Automobiles (Midsize)",Nondedicated
