Year,"Fuel Type","Number of Vehicles","Weight Class","Vehicle Type","Engine Configuration"
1999,"Liquefied Petroleum Gas (LPG)",216,"Medium Duty","Other Trucks",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",3,"Heavy Duty","Buses (School Buses)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",1100,"Medium Duty","Other Trucks",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",11,"Heavy Duty","Other Trucks",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",4,"Heavy Duty","Buses (Intercity Buses)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",53,"Heavy Duty","Buses (School Buses)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",1185,"Heavy Duty","Other Trucks",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",10,"Heavy Duty","Buses (School Buses)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",23,"Heavy Duty","Other Trucks",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",9,"Light Duty","Automobiles (Compact)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",21,"Light Duty","Automobiles (Fullsize)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",135,"Light Duty","Automobiles (Midsize)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",37,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",507,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",34,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",64,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",50,"Light Duty","Automobiles (Compact)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",34,"Light Duty","Automobiles (Fullsize)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",3,"Light Duty","Vans (Small Passenger Vans)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",49,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",11,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",22,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",27,"Light Duty","Automobiles (Fullsize)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",54,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",202,"Medium Duty","Other Trucks",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",2,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",160,"Medium Duty","Other Trucks",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",5,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",56,"Medium Duty","Other Trucks",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",3,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",147,"Heavy Duty","Buses (Transit Buses)",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",699,"Heavy Duty","Other Trucks",Dedicated
1998,"Liquefied Petroleum Gas (LPG)",2,"Light Duty","Automobiles (Midsize)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",788,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",26,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",31,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1998,"Liquefied Petroleum Gas (LPG)",3,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",2,"Heavy Duty","Buses (Intercity Buses)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",8,"Medium Duty","Other Trucks",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",4,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",17,"Heavy Duty","Other Trucks",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",19,"Heavy Duty","Buses (Intercity Buses)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",73,"Heavy Duty","Buses (School Buses)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",63,"Heavy Duty","Buses (Transit Buses)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",1151,"Heavy Duty","Other Trucks",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",11,"Heavy Duty","Buses (School Buses)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",10,"Heavy Duty","Other Trucks",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",9,"Light Duty","Automobiles (Compact)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",13,"Light Duty","Automobiles (Fullsize)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",42,"Light Duty","Automobiles (Midsize)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",33,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",366,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",24,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",182,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",26,"Light Duty","Automobiles (Fullsize)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",56,"Light Duty","Automobiles (Midsize)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",5,"Light Duty","Vans (Small Passenger Vans)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",217,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",7,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",71,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",25,"Light Duty","Automobiles (Compact)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",25,"Light Duty","Automobiles (Fullsize)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",13,"Light Duty","Automobiles (Midsize)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",2,"Light Duty","Other Vehicles",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",5,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",21,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",216,"Medium Duty","Other Trucks",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",6,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",423,"Medium Duty","Other Trucks",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",3,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",8,"Medium Duty","Other Trucks",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",1649,"Heavy Duty","Other Trucks",Dedicated
1997,"Liquefied Petroleum Gas (LPG)",7,"Light Duty","Automobiles (Midsize)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",12,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",6,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",15,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1997,"Liquefied Petroleum Gas (LPG)",36,"Heavy Duty","Buses (School Buses)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",3,"Heavy Duty","Buses (Intercity Buses)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",1,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",5,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",31,"Heavy Duty","Other Trucks",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",1,"Heavy Duty","Buses (Intercity Buses)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",417,"Heavy Duty","Buses (School Buses)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",62,"Heavy Duty","Buses (Transit Buses)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",1328,"Heavy Duty","Other Trucks",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",15,"Heavy Duty","Buses (School Buses)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",40,"Heavy Duty","Other Trucks",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",29,"Light Duty","Automobiles (Compact)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",125,"Light Duty","Automobiles (Fullsize)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",221,"Light Duty","Automobiles (Midsize)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",61,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",1027,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",295,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",159,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",7,"Light Duty","Automobiles (Compact)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",154,"Light Duty","Automobiles (Fullsize)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",226,"Light Duty","Automobiles (Midsize)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",31,"Light Duty","Vans (Small Passenger Vans)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",1,"Light Duty","Other Vehicles",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",294,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",6,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",65,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",16,"Light Duty","Automobiles (Compact)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",49,"Light Duty","Automobiles (Fullsize)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",32,"Light Duty","Automobiles (Midsize)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",6,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",3,"Light Duty","Other Vehicles",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",32,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",3,"Light Duty","Other Trucks (SUVs < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",17,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",6,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",500,"Medium Duty","Other Trucks",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",44,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",580,"Medium Duty","Other Trucks",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",25,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",46,"Medium Duty","Other Trucks",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",4,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",1474,"Heavy Duty","Other Trucks",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",1,"Light Duty","Automobiles (Midsize)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",6,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",3,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",2,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",10,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",1,"Light Duty","Vans (Small Passenger Vans)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",18,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",2,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",1,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",2,"Medium Duty","Other Trucks",Nondedicated
1996,"Liquefied Petroleum Gas (LPG)",82,"Medium Duty","Other Trucks",Dedicated
1996,"Liquefied Petroleum Gas (LPG)",61,"Heavy Duty","Buses (School Buses)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",291,"Medium Duty","Other Trucks",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",14,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",461,"Medium Duty","Other Trucks",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",84,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",73,"Medium Duty","Other Trucks",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",11,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",1,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",13,"Heavy Duty","Other Trucks",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",1484,"Heavy Duty","Other Trucks",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",2,"Light Duty","Automobiles (Compact)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",1,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",1,"Light Duty","Other Vehicles",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",6,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",1,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",1,"Medium Duty","Other Trucks",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",3,"Medium Duty","Other Trucks",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",8,"Heavy Duty","Buses (Intercity Buses)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",83,"Heavy Duty","Buses (School Buses)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",10,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",42,"Heavy Duty","Other Trucks",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",47,"Heavy Duty","Buses (School Buses)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",9,"Heavy Duty","Buses (Transit Buses)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",1172,"Heavy Duty","Other Trucks",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",4,"Heavy Duty","Buses (School Buses)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",4,"Heavy Duty","Buses (Transit Buses)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",43,"Heavy Duty","Other Trucks",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",129,"Light Duty","Automobiles (Compact)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",42,"Light Duty","Automobiles (Fullsize)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",175,"Light Duty","Automobiles (Midsize)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",74,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",1576,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",107,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",123,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",16,"Light Duty","Automobiles (Compact)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",169,"Light Duty","Automobiles (Fullsize)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",14,"Light Duty","Automobiles (Midsize)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",6,"Light Duty","Vans (Small Passenger Vans)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",368,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",7,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",65,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Dedicated
1995,"Liquefied Petroleum Gas (LPG)",12,"Light Duty","Automobiles (Compact)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",44,"Light Duty","Automobiles (Fullsize)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",43,"Light Duty","Automobiles (Midsize)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",12,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",13,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",25,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1995,"Liquefied Petroleum Gas (LPG)",23,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",59,"Heavy Duty","Buses (School Buses)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",3,"Medium Duty","Other Trucks",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",15,"Heavy Duty","Other Trucks",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",110,"Heavy Duty","Buses (School Buses)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",19,"Heavy Duty","Buses (Transit Buses)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",918,"Heavy Duty","Other Trucks",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",1,"Heavy Duty","Buses (School Buses)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",27,"Heavy Duty","Other Trucks",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",58,"Light Duty","Automobiles (Compact)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",33,"Light Duty","Automobiles (Fullsize)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",130,"Light Duty","Automobiles (Midsize)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",86,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",1251,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",4,"Light Duty","Other Trucks (SUVs < 8500 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",144,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",194,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",2,"Light Duty","Automobiles (Compact)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",102,"Light Duty","Automobiles (Fullsize)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",80,"Light Duty","Automobiles (Midsize)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",8,"Light Duty","Vans (Small Passenger Vans)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",259,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",2,"Light Duty","Other Trucks (SUVs < 8500 lbs)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",20,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",49,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",16,"Light Duty","Automobiles (Compact)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",64,"Light Duty","Automobiles (Fullsize)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",32,"Light Duty","Automobiles (Midsize)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",2,"Light Duty","Vans (Small Passenger Vans)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",79,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",16,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",26,"Light Duty","Vans (Passenger/Cargo Vans < 8500 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",353,"Medium Duty","Other Trucks",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",40,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",2,"Medium Duty","Pickup Trucks",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",982,"Medium Duty","Other Trucks",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",131,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",31,"Medium Duty","Other Trucks",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",17,"Medium Duty","Vans (Passenger/Cargo Vans 8501-10000 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",1,"Heavy Duty","Other Trucks",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",117,"Heavy Duty","Buses (Transit Buses)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",1517,"Heavy Duty","Other Trucks",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",1,"Light Duty","Other Trucks (Trucks < 8500 lbs)",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",6,"Light Duty","Pickup Trucks (Pickups < 8500 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",2,"Light Duty","Other Trucks (SUVs < 8500 lbs)",Nondedicated
1994,"Liquefied Petroleum Gas (LPG)",1,"Medium Duty","Other Trucks",Dedicated
1994,"Liquefied Petroleum Gas (LPG)",3,"Heavy Duty","Buses (Transit Buses)",Nondedicated
